,User,Question,Value,Accuracy,Expected Accuracy,User Accuracy,RMSE,Expected RMSE,User RMSE,Timestamp
0,459,63,0.9999967667212489,0.6769655172413793,0.6820891348539871,0.3466666666666667,0.4501113940155386,0.4123748758976203,0.6041225790316546,2024-02-07 14:44:53.310126
1,1822,66,0.9999688002326445,0.6771680646163405,0.6819981530391546,0.8533333333333333,0.4499552808490286,0.4124490380541333,0.3681826143054069,2024-02-07 14:44:53.326231
2,393,48,0.9999169555475961,0.6772078285181733,0.6821930704410455,0.76,0.44985806808053286,0.412256406182045,0.40740558201025273,2024-02-07 14:44:53.343139
3,831,60,0.9998682458332243,0.6770568499534017,0.6823993727055225,0.56,0.44989018568064704,0.41205144521235954,0.501511163286783,2024-02-07 14:44:53.360191
4,846,5,0.9997738218159887,0.6778751164958061,0.6823496457329454,0.76,0.4495576719089825,0.41207828379682065,0.42143086205492747,2024-02-07 14:44:53.376919
5,530,6,0.9997586995372916,0.6777707362534948,0.6824837898108362,0.6,0.44958231061762827,0.41194468230995623,0.4763724055116628,2024-02-07 14:44:53.393410
6,865,1,0.999741067981127,0.6787306616961789,0.6824542093062796,0.8,0.4492367863416193,0.4119307349288562,0.3757824482489382,2024-02-07 14:44:53.409879
7,218,41,0.9995659176053804,0.67909412861137,0.682686949800336,0.3466666666666667,0.4490218925902059,0.41169721806126397,0.5947085426172515,2024-02-07 14:44:53.426362
8,156,55,0.9995572489918279,0.6786442994718856,0.6829586266730717,0.8133333333333334,0.44937917236054603,0.4114507254919342,0.3832031349532436,2024-02-07 14:44:53.442808
9,1390,3,0.999532763755911,0.6790549860205033,0.6834022458327521,0.42666666666666664,0.4489247223161741,0.4109505817332602,0.559293956671352,2024-02-07 14:44:53.458918
10,508,3,0.9995269948671068,0.6799136377757068,0.6833775854755958,0.43999999999999995,0.4485656068248494,0.41093808326960524,0.5608432234264821,2024-02-07 14:44:54.164362
11,38,5,0.9995013522570269,0.6810525007766387,0.6833529256388647,0.4933333333333333,0.44803717507671664,0.4109255841307375,0.5380946979992614,2024-02-07 14:44:54.184824
12,977,23,0.9994381613132692,0.6808424976700839,0.6834870738031699,0.64,0.448170722660222,0.410791980134035,0.49484516794393557,2024-02-07 14:44:54.202447
13,1668,12,0.9993707243078205,0.6802665424044734,0.6835250541701096,0.42666666666666664,0.44836206379749916,0.4107374919585523,0.5640596816014802,2024-02-07 14:44:54.218757
14,910,65,0.9993043683279785,0.6812183908045977,0.6834989436036552,0.64,0.44786362769081833,0.4107210659974164,0.4786316062406078,2024-02-07 14:44:54.234737
15,717,40,0.9992311020694812,0.6811550170860515,0.6836010141675982,0.8533333333333333,0.4478053011775936,0.41057941365555334,0.3668622889487385,2024-02-07 14:44:54.253557
16,224,62,0.9991037532857651,0.6814277726001864,0.6837796433024121,0.6666666666666667,0.44759293415932616,0.4104250489538109,0.4451824663042794,2024-02-07 14:44:54.273256
17,1083,31,0.9990124288727573,0.6810394532463497,0.6838328809820003,0.8133333333333334,0.4477387128441393,0.4103412486932823,0.38376598830749054,2024-02-07 14:44:54.292486
18,171,15,0.9989421425924231,0.6814501397949674,0.6841055813924538,0.7866666666666666,0.44744635237971764,0.4100717961438331,0.3934163185647231,2024-02-07 14:44:54.309499
19,1211,39,0.9989332750725187,0.6814401988195092,0.6841164582698398,0.8133333333333334,0.4474310178603822,0.4100615215192607,0.39136655612981464,2024-02-07 14:44:54.326779
20,1173,66,0.9989039259191625,0.6805927306616962,0.6841009196714081,0.8133333333333334,0.44786276517368895,0.41005148107202666,0.37929492832415374,2024-02-07 14:44:54.343928
21,556,8,0.9988809175172249,0.6808170239204723,0.6842958679259691,0.8266666666666667,0.4476975913705953,0.4098587013707944,0.3804751402239522,2024-02-07 14:44:54.360123
22,561,32,0.9988654125081855,0.680995340167754,0.6845412966459602,0.6,0.44756405526220994,0.4096124552956744,0.484678884759897,2024-02-07 14:44:54.376533
23,256,13,0.9988649245287295,0.6815824790307549,0.6844393729923975,0.6933333333333334,0.44730301722721183,0.4096739369109111,0.4342090880918846,2024-02-07 14:44:54.392976
24,502,1,0.9987507373625645,0.6816147872009941,0.6844233010360719,0.5333333333333333,0.4473493470847639,0.4096661777739048,0.5252591131579847,2024-02-07 14:44:54.408867
25,1196,44,0.9987368475274346,0.681313451382417,0.6846561538844602,0.7733333333333333,0.4475486449966852,0.4094324406703302,0.39769954142122593,2024-02-07 14:44:54.424960
26,1395,38,0.9984899230413455,0.6816756756756757,0.6849243687900168,0.4933333333333333,0.4473321991912863,0.40915438845770313,0.5324057688300139,2024-02-07 14:44:54.440645
27,198,67,0.9984723921325689,0.6824442373407891,0.6848868540776818,0.64,0.44700378719786243,0.40917020208344906,0.4701100227113223,2024-02-07 14:44:54.456812
28,1196,23,0.9984498799183947,0.6830332401366884,0.684776355730907,0.8783783783783784,0.4468090426082033,0.40923523317942684,0.3349302578555596,2024-02-07 14:44:54.472842
29,1727,70,0.9984419341479146,0.6830274951380289,0.6847990638005105,0.6,0.4468062927811362,0.4092087531872706,0.4764538817442955,2024-02-07 14:44:54.488420
30,1828,52,0.9984185586258076,0.6833350440662674,0.6846896789888904,0.84,0.44673705885847154,0.40926954219166056,0.37766955824834725,2024-02-07 14:44:54.503934
31,1711,43,0.9983928229014974,0.6833741866571342,0.6849432994140577,0.5866666666666667,0.4465833295732723,0.40901716289885265,0.5133543891264909,2024-02-07 14:44:54.519568
32,1493,67,0.9983382504056737,0.6830753360824215,0.6851974703100469,0.6533333333333333,0.4467768361766872,0.408758292995382,0.46778592143228,2024-02-07 14:44:54.535305
33,1593,36,0.99824204317344,0.6833853702545247,0.6850869595508458,0.64,0.44665454506249663,0.4088233602971028,0.4705230953283612,2024-02-07 14:44:54.550702
34,497,18,0.9981984711882927,0.6837879797605825,0.6850268440719292,0.7066666666666667,0.4464993039434975,0.4088509199412422,0.4475412630264793,2024-02-07 14:44:54.566263
35,1211,49,0.9981675509421307,0.6835413193070256,0.6852610592161665,0.5675675675675675,0.4466127668294238,0.40862383804281727,0.5165732769887778,2024-02-07 14:44:54.582297
36,93,45,0.9980674567330113,0.6838515492346385,0.6852828753337022,0.7866666666666666,0.4464559820311648,0.4086197778572161,0.4139265305994538,2024-02-07 14:44:54.597847
37,1840,67,0.9980673376297128,0.6840745998714822,0.6854470401525006,0.84,0.4463270590459422,0.4084629653333927,0.37117053440304854,2024-02-07 14:44:54.613558
38,672,6,0.9980217652289772,0.6838807508500471,0.6859386600788446,0.6799999999999999,0.44633666164458896,0.407908406852118,0.45521345916152833,2024-02-07 14:44:54.629443
39,1908,20,0.9980217157352528,0.6840988309991617,0.6859093528203941,0.84,0.44622111332198566,0.4078942121147999,0.35916749209613463,2024-02-07 14:44:54.645830
40,1908,61,0.9987152663258431,0.6844175635247907,0.6860762997259706,0.9324324324324325,0.4460511039218579,0.4077353182207467,0.30986476605910146,2024-02-07 14:44:54.663075
41,710,5,0.9978485250033614,0.6841309519250002,0.686039326655163,0.5066666666666666,0.44616934691147975,0.40776339188722993,0.5341785675067249,2024-02-07 14:44:54.679577
42,1524,25,0.9977895360852576,0.6839215701294115,0.6861735965754334,0.7466666666666666,0.4462881589480125,0.4076295940217293,0.44413313585791,2024-02-07 14:44:54.696303
43,1164,9,0.9977296810914481,0.683816568576134,0.6864550834906602,0.45333333333333337,0.4463092672057028,0.4073374095201293,0.5697444771828355,2024-02-07 14:44:54.713031
44,279,22,0.9977004843937994,0.6849560528880322,0.6864671450933332,0.7866666666666666,0.44571646022634726,0.40729101653213806,0.3922668464361114,2024-02-07 14:44:54.729768
45,279,20,0.9991747024636559,0.6852723001697967,0.6868796807093905,0.8783783783783784,0.4453670610171016,0.4068375991824936,0.2909410757548577,2024-02-07 14:44:54.746825
46,271,42,0.9976487615617867,0.6852665551711372,0.6869043210636057,0.56,0.4453485698924896,0.40680579673491135,0.49105377981850745,2024-02-07 14:44:54.763362
47,1139,53,0.9976479155260096,0.6861780183584625,0.6868997108821636,0.6799999999999999,0.4449709348922633,0.40678685657116925,0.4385823318491372,2024-02-07 14:44:54.780002
48,335,37,0.9976467892017766,0.6857437219931316,0.6872022801421345,0.36,0.4451873296330136,0.40647848169649237,0.595239120117201,2024-02-07 14:44:54.796646
49,1385,3,0.9976403838865623,0.6865992671935044,0.687230637890504,0.7733333333333333,0.44474344136123384,0.40643138043394855,0.40619528790240944,2024-02-07 14:44:54.813194
50,282,59,0.9976039500377184,0.6869148931643028,0.6875635571195343,0.6266666666666667,0.44456342698333656,0.4060871891248938,0.47140023490218036,2024-02-07 14:44:54.829836
51,1364,43,0.9975705896212668,0.6870838897470924,0.6874734152780442,0.84,0.44455615029054046,0.40616015009163253,0.3725265118249195,2024-02-07 14:44:54.846340
52,1032,31,0.9975060692460695,0.6868900407256572,0.6877278699296782,0.31999999999999995,0.4445332933826264,0.40590086752591714,0.6147200066378009,2024-02-07 14:44:54.862856
53,38,67,0.9974815733601187,0.6876971236706713,0.6877126489779934,0.43243243243243246,0.4441026678861377,0.40588062297014443,0.5768234972158303,2024-02-07 14:44:54.879761
54,900,0,0.9974717818894987,0.6885205734785329,0.687575595752019,0.76,0.44368469942245714,0.406002285764761,0.40378852463205145,2024-02-07 14:44:54.896220
55,670,11,0.9974387869215046,0.6888355781383652,0.6878522670160119,0.41333333333333333,0.4434164415346774,0.40573433155424204,0.564569776908451,2024-02-07 14:44:54.912784
56,1383,26,0.9974386622332259,0.6904391817419688,0.6879262273248777,0.7733333333333333,0.4427042766830537,0.4056330070695193,0.39181537217476603,2024-02-07 14:44:54.929272
57,509,15,0.9973424618043295,0.6905684144229256,0.688125517647395,0.5066666666666666,0.44264295661493597,0.40543204081437884,0.5347550598660622,2024-02-07 14:44:54.945694
58,171,53,0.9973173642533562,0.6905454259171784,0.6881364084619846,0.7837837837837838,0.442657130478529,0.40542174418414084,0.3889693079574606,2024-02-07 14:44:54.962524
59,1259,8,0.9972412916123341,0.6909603424870312,0.688434498744885,0.7866666666666666,0.44235508781383637,0.40511605664663686,0.40533970315162776,2024-02-07 14:44:54.978912
60,549,43,0.9972196852757572,0.6912299914463353,0.6886803808890626,0.5466666666666666,0.44216154444481515,0.40486908664851357,0.5017928805672283,2024-02-07 14:44:54.995755
61,5,26,0.997209935789211,0.6909292769387243,0.6889349514546381,0.7866666666666666,0.44236063940865894,0.40460962175153653,0.40519152814473447,2024-02-07 14:44:55.012709
62,1167,54,0.9971364144369179,0.6912455242204888,0.6891343462310653,0.29333333333333333,0.44224469214728696,0.40440851006524925,0.6134692147270938,2024-02-07 14:44:55.029467
63,1376,21,0.9971054185154878,0.6913057913842041,0.6890755754488853,0.5866666666666667,0.44219941838605414,0.40446380894969136,0.48878626157791183,2024-02-07 14:44:55.045960
64,26,8,0.9970102930724918,0.6909603424870312,0.6893051417584163,0.7866666666666666,0.44238000490582313,0.4042414465264674,0.3917260745548195,2024-02-07 14:44:55.062645
65,241,42,0.9969572988344927,0.6913231880912561,0.6895511275647517,0.56,0.4421402713552116,0.40399433766280785,0.49008490262980564,2024-02-07 14:44:55.078951
66,241,49,0.9970084530438609,0.6921414546336606,0.6895464369978586,0.7972972972972973,0.4418639587843884,0.4039754345228581,0.40995425709109096,2024-02-07 14:44:55.095754
67,1409,47,0.996940998623512,0.6918012230463813,0.6895653359366016,0.76,0.4419338651324216,0.4039760140776669,0.41645770113294356,2024-02-07 14:44:55.112549
68,1409,64,0.9985433935114715,0.6917434411265304,0.6898979840972467,0.7432432432432432,0.4418985711392777,0.4036232801692082,0.4062224431212009,2024-02-07 14:44:55.130327
69,1668,25,0.9969190934425574,0.691731312796027,0.6898094807893252,0.7027027027027026,0.44194242854162885,0.40370902746440884,0.41951321066405567,2024-02-07 14:44:55.147289
70,368,63,0.9969144523942437,0.6920951627111286,0.690025332049164,0.8,0.44184814985117493,0.40350287473474417,0.40342550441508257,2024-02-07 14:44:55.163895
71,158,55,0.9968391559436833,0.6925518262712405,0.6906113428107755,0.6799999999999999,0.4413305043501888,0.4028293395530753,0.4471512127896234,2024-02-07 14:44:55.180757
72,1074,10,0.9968261830782608,0.6927233080978947,0.6904408490161488,0.4666666666666667,0.4412983647175662,0.40294202712779215,0.5436538663185915,2024-02-07 14:44:55.197900
73,138,23,0.9968229160841414,0.6933042338512343,0.6903910914322497,0.76,0.4410305487031889,0.4029765889527674,0.3996135790182377,2024-02-07 14:44:55.214849
74,1643,71,0.996808153016411,0.6935726401886062,0.6905758478599571,0.7466666666666666,0.4408790530121266,0.4027887749308485,0.4092753009662747,2024-02-07 14:44:55.231562
75,1643,57,0.9975273656452315,0.6941200151497743,0.6911026313491289,0.9054054054054054,0.4404052576286252,0.4021918774224129,0.2718746397508862,2024-02-07 14:44:55.248673
76,660,42,0.996807328856395,0.6941627834731283,0.6911434625731423,0.72,0.44038574024571253,0.40212174880998847,0.43451006015359417,2024-02-07 14:44:55.265104
77,1646,39,0.9967978260015908,0.6946157191674432,0.6911389292514201,0.7733333333333333,0.44022462483175034,0.4021026790981407,0.40858369801660255,2024-02-07 14:44:55.281599
78,1646,16,0.9984797448143988,0.6948381484933209,0.6914536720114557,0.8378378378378378,0.4399811597864726,0.40179419544696915,0.3379788348860525,2024-02-07 14:44:55.298569
79,158,74,0.9967957391728357,0.6949249618063978,0.6916055316739788,0.7297297297297297,0.4399287193912438,0.4015873365940704,0.43783071932908835,2024-02-07 14:44:55.315413
80,745,41,0.9967544838339552,0.6948177218314205,0.691659925965886,0.7866666666666666,0.4399481711949454,0.401549689825485,0.40732469773441293,2024-02-07 14:44:55.332112
81,168,63,0.9967133542597499,0.6947611825335018,0.6916319704517689,0.7466666666666666,0.43998113258474425,0.40157312921866845,0.41447831856317274,2024-02-07 14:44:55.348600
82,459,31,0.9966973692595587,0.694609582657764,0.6915408658212032,0.4054054054054054,0.4401275870987387,0.40164709313933605,0.5588497607437439,2024-02-07 14:44:55.365604
83,459,32,0.999265108904587,0.6959513590113496,0.6916313548539631,0.7945205479452055,0.4395903551583175,0.4015453397029787,0.4030524980215983,2024-02-07 14:44:55.382270
84,1298,30,0.9966646660148494,0.6954625908383584,0.6915489985038278,0.64,0.4397275044013021,0.40161689022337005,0.4602938837200953,2024-02-07 14:44:55.398846
85,1668,13,0.9966297643512431,0.6953992171198122,0.6916423666053748,0.8082191780821918,0.4397722715765637,0.4015295944807095,0.3921723904324146,2024-02-07 14:44:55.417490
86,1668,46,0.9999648682022226,0.695390032214548,0.6917570267528118,0.8055555555555556,0.43973982427961145,0.4013977224224911,0.38276267431626193,2024-02-07 14:44:55.439401
87,1668,6,0.9981603969711972,0.695380588579558,0.6917936172109362,0.8028169014084507,0.4397542955283632,0.4013539903892862,0.38695933645426894,2024-02-07 14:44:55.462749
88,1668,52,0.9991590775093021,0.6952230918751938,0.6914683548542427,0.7571428571428571,0.4398281309664368,0.40169363586632423,0.4083716134956122,2024-02-07 14:44:55.482791
89,1015,36,0.9966240283954303,0.6953109051114329,0.6915321349716088,0.7866666666666666,0.43979963915742126,0.4016375783789803,0.41932767872462623,2024-02-07 14:44:55.499640
90,1658,74,0.996532882200424,0.6949281775562915,0.6920095113276097,0.8933333333333333,0.4400223672008597,0.40110886234301957,0.3881874072987454,2024-02-07 14:44:55.516011
91,1376,28,0.9965304052901245,0.6948300104236417,0.69206377285348,0.4864864864864865,0.4400102756864384,0.4010568141361692,0.5411563523109322,2024-02-07 14:44:55.532015
92,94,29,0.9965038654273245,0.6949947003852139,0.6921097979794233,0.6,0.4399711887146114,0.40098368115061245,0.4939056866091703,2024-02-07 14:44:55.547450
93,1283,10,0.9964587057801264,0.6951158560236109,0.6922403269926306,0.5733333333333333,0.4398307222945147,0.4008132717230989,0.5110423589644207,2024-02-07 14:44:55.563068
94,688,38,0.9964509826928074,0.6955153589748381,0.6921908041770365,0.29333333333333333,0.4396589744464397,0.4008476528089849,0.6198031211257388,2024-02-07 14:44:55.578524
