,User,Question,Value,Accuracy,Expected Accuracy,User Accuracy,RMSE,Expected RMSE,User RMSE,Timestamp
0,5,7,75.0,0.6769655172413793,0.6820891348539871,0.7866666666666666,0.4501113940155386,0.4123748758976203,0.40519152814473447,2024-02-07 16:05:22.429338
1,9,7,75.0,0.6772817645231438,0.6823942903645271,0.42666666666666664,0.4499172550292093,0.4120752210974838,0.574580325341693,2024-02-07 16:05:22.444499
2,12,7,75.0,0.6773016464740602,0.682699445875067,0.7866666666666666,0.45004178521727806,0.41177556629734735,0.3938005499733908,2024-02-07 16:05:22.460532
3,16,7,75.0,0.677524697110904,0.6826607543836496,0.5733333333333333,0.4500291441034772,0.41179292783653837,0.5101174702351378,2024-02-07 16:05:22.476072
4,26,7,75.0,0.6771786269027649,0.6829659098941895,0.7866666666666666,0.45030752268739205,0.4114932730364019,0.3917260745548195,2024-02-07 16:05:22.491409
5,27,7,75.0,0.6775880708294502,0.6832710654047296,0.7733333333333333,0.44995132200739185,0.4111936182362654,0.39649568307557437,2024-02-07 16:05:22.507008
6,37,7,75.0,0.6779968934451693,0.6835762209152695,0.7866666666666666,0.4496026754949525,0.4108939634361289,0.3929571442709935,2024-02-07 16:05:22.522422
7,38,7,75.0,0.6784063373718546,0.6838813764258095,0.4933333333333333,0.4492189515277788,0.4105943086359925,0.5380946979992614,2024-02-07 16:05:22.538026
8,45,7,75.0,0.6789885057471264,0.683842684934392,0.8266666666666667,0.4489214451875514,0.4106116701751835,0.38847630704181907,2024-02-07 16:05:22.553797
9,52,7,75.0,0.6790270270270271,0.6838039934429745,0.8533333333333333,0.448914590175202,0.4106290317143746,0.3630740883688264,2024-02-07 16:05:22.569241
10,67,7,75.0,0.6793463808636223,0.6841091489535145,0.8133333333333334,0.4486128684958105,0.4103293769142381,0.3759774852126532,2024-02-07 16:05:22.584715
11,71,7,75.0,0.6797570674122398,0.6844143044640545,0.8,0.4482632211927721,0.4100297221141016,0.38338599361345055,2024-02-07 16:05:22.600329
12,73,7,75.0,0.6801671326498913,0.6847194599745946,0.7733333333333333,0.44787920367432865,0.4097300673139651,0.41514689052481246,2024-02-07 16:05:22.615880
13,77,7,75.0,0.6805759552656104,0.6850246154851345,0.8266666666666667,0.44752179752615906,0.40943041251382867,0.38489747361753546,2024-02-07 16:05:22.631491
14,78,7,75.0,0.6806144765455111,0.6849859239937169,0.45333333333333337,0.447565790817084,0.4094477740530197,0.5442810967087257,2024-02-07 16:05:22.648055
15,87,7,75.0,0.6805424044734389,0.6852910795042569,0.76,0.4478080999227698,0.40914811925288325,0.4144662852472311,2024-02-07 16:05:22.664065
16,90,7,75.0,0.680950605778192,0.6855962350147968,0.84,0.4475019524038124,0.4088484644527467,0.37488411296389734,2024-02-07 16:05:22.680407
17,91,7,75.0,0.6811761416589003,0.6859013905253369,0.64,0.44715902697286436,0.4085488096526102,0.47379938367290114,2024-02-07 16:05:22.696619
18,93,7,75.0,0.6816719478098788,0.6858626990339195,0.7866666666666666,0.4469753488849245,0.4085661711918012,0.4139265305994538,2024-02-07 16:05:22.712439
19,94,7,75.0,0.6818949984467226,0.6861678545444595,0.6,0.44670701319168965,0.4082665163916648,0.4939056866091703,2024-02-07 16:05:22.727986
20,95,7,75.0,0.6822025473749612,0.686129163053042,0.7333333333333334,0.44657846438426396,0.40828387793085585,0.4117517750037814,2024-02-07 16:05:22.743909
21,97,7,75.0,0.6825163094128611,0.6860904715616244,0.7866666666666666,0.4465555484716579,0.408301239470047,0.3829809498968951,2024-02-07 16:05:22.759337
22,98,7,75.0,0.6830189499844672,0.6863956270721644,0.7733333333333333,0.44615454535103627,0.40800158466991043,0.39630152917950323,2024-02-07 16:05:22.774676
23,103,7,75.0,0.6834277726001864,0.686356935580747,0.8,0.44616873667756135,0.40801894620910156,0.37726976308618926,2024-02-07 16:05:22.789989
24,107,7,75.0,0.6839310344827586,0.6866620910912871,0.7733333333333333,0.44581243012627403,0.407719291408965,0.4049661167153297,2024-02-07 16:05:22.805308
25,116,7,75.0,0.6835942839391115,0.6866233995998695,0.7733333333333333,0.44599741462857817,0.40773665294815614,0.39637558710112336,2024-02-07 16:05:22.820627
26,122,7,75.0,0.6835371233302268,0.6865847081084521,0.6,0.44612100829769064,0.40775401448734727,0.48509572674561197,2024-02-07 16:05:22.835813
27,126,7,75.0,0.68319229574402,0.686889863618992,0.7733333333333333,0.4463636291601579,0.4074543596872108,0.3988477217280162,2024-02-07 16:05:22.851157
28,138,7,75.0,0.6836011183597391,0.6871950191295321,0.76,0.44600200090435405,0.4071547048870742,0.3996135790182377,2024-02-07 16:05:22.866786
29,145,7,75.0,0.6841025163094129,0.6875001746400721,0.52,0.44558600646673935,0.4068550500869378,0.5236128054883199,2024-02-07 16:05:22.882286
30,156,7,75.0,0.6843131407269338,0.6874614831486546,0.8133333333333334,0.4455251557709218,0.4068724116261288,0.3832031349532436,2024-02-07 16:05:22.897803
31,158,7,75.0,0.6847238272755514,0.6877666386591945,0.6799999999999999,0.44516221991225136,0.40657275682599237,0.4471512127896234,2024-02-07 16:05:22.913398
32,163,7,75.0,0.6845691208449829,0.6880717941697346,0.7333333333333334,0.44530342193271155,0.4062731020258558,0.4175056612155642,2024-02-07 16:05:22.928623
33,167,7,75.0,0.6847896862379622,0.6883769496802744,0.5066666666666666,0.44520973544714204,0.4059734472257193,0.5332908377381814,2024-02-07 16:05:22.944107
34,168,7,75.0,0.6852792792792792,0.688338258188857,0.7466666666666666,0.44490387732328773,0.40599080876491045,0.41447831856317274,2024-02-07 16:05:22.959556
35,171,7,75.0,0.6855936626281454,0.6886434136993969,0.7866666666666666,0.4446029553757365,0.4056911539647739,0.3934163185647231,2024-02-07 16:05:22.974871
36,174,7,75.0,0.6860963031997515,0.6889485692099369,0.7066666666666667,0.44419318396751645,0.40539149916463746,0.44548783254510255,2024-02-07 16:05:22.990181
37,177,7,75.0,0.6861292326809568,0.6889098777185195,0.6933333333333334,0.4441552736383767,0.40540886070382853,0.4614476397131422,2024-02-07 16:05:23.006153
38,178,7,75.0,0.6862547374961168,0.6888711862271021,0.8533333333333333,0.4441658970859421,0.40542622224301966,0.3774000970405614,2024-02-07 16:05:23.022963
39,180,7,75.0,0.6856421248835042,0.6888324947356845,0.8133333333333334,0.44452523076921224,0.4054435837822107,0.38376598830749054,2024-02-07 16:05:23.040243
40,187,7,75.0,0.6860528114321218,0.6891376502462245,0.8133333333333334,0.4441673839665826,0.4051439289820742,0.3867250765030106,2024-02-07 16:05:23.057513
41,194,7,75.0,0.6864634979807395,0.6894428057567644,0.7733333333333333,0.44385021880342473,0.4048442741819377,0.4085334661758547,2024-02-07 16:05:23.074385
42,198,7,75.0,0.6865927306616962,0.6894041142653471,0.64,0.4438153541539608,0.4048616357211288,0.4701100227113223,2024-02-07 16:05:23.090685
43,206,7,75.0,0.6861565703634669,0.6897092697758869,0.76,0.4441530799775727,0.40456198092099227,0.41493783634036574,2024-02-07 16:05:23.105795
44,216,7,75.0,0.6860055917986952,0.690014425286427,0.7466666666666666,0.4442017860392381,0.4042623261208558,0.4074841336009414,2024-02-07 16:05:23.121065
45,218,7,75.0,0.686506368437403,0.690319580796967,0.3466666666666667,0.4438078547692781,0.40396267132071934,0.5947085426172515,2024-02-07 16:05:23.136122
46,220,7,75.0,0.6870817023920472,0.6902808893055495,0.6666666666666667,0.44349533089545246,0.40398003285991035,0.46178153120792503,2024-02-07 16:05:23.151424
47,224,7,75.0,0.6869263746505125,0.6905860448160894,0.6666666666666667,0.4436663523713754,0.40368037805977397,0.4451824663042794,2024-02-07 16:05:23.166972
48,239,7,75.0,0.686771046908978,0.6908912003266295,0.42666666666666664,0.44384653667717283,0.40338072325963736,0.5673395339825377,2024-02-07 16:05:23.182388
49,241,7,75.0,0.6868841255048151,0.6908525088352119,0.56,0.44378606091690914,0.4033980847988285,0.49008490262980564,2024-02-07 16:05:23.197739
50,247,7,75.0,0.6873762037899969,0.6908138173437945,0.8133333333333334,0.44356786875244497,0.40341544633801957,0.38548741355783683,2024-02-07 16:05:23.213148
51,252,7,75.0,0.6875073004038521,0.690775125852377,0.8266666666666667,0.44358791059533476,0.4034328078772106,0.3992684918426535,2024-02-07 16:05:23.228321
52,256,7,75.0,0.687452625038832,0.6907364343609594,0.6933333333333334,0.44367018021740845,0.4034501694164018,0.4342090880918846,2024-02-07 16:05:23.243529
53,271,7,75.0,0.6876713264989127,0.690697742869542,0.56,0.4436813418734993,0.40346753095559285,0.49105377981850745,2024-02-07 16:05:23.258679
54,275,7,75.0,0.6882566014290152,0.6906590513781246,0.76,0.4433879777496491,0.40348489249478386,0.4021076567353578,2024-02-07 16:05:23.273992
55,278,7,75.0,0.6884784094439267,0.690620359886707,0.45333333333333337,0.4434287489387897,0.403502254033975,0.5616760746235253,2024-02-07 16:05:23.289425
56,279,7,75.0,0.6886859273066169,0.6905816683952896,0.7866666666666666,0.44328310459326814,0.403519615573166,0.3922668464361114,2024-02-07 16:05:23.304613
57,282,7,75.0,0.6890021745883815,0.6908868239058296,0.6266666666666667,0.4429019130817693,0.40321996077302963,0.47140023490218036,2024-02-07 16:05:23.319721
58,284,7,75.0,0.6891245728487109,0.690848132414412,0.84,0.44291960324502044,0.40323732231222065,0.37390977796114067,2024-02-07 16:05:23.334903
59,297,7,75.0,0.6894433053743398,0.691153287924952,0.6533333333333333,0.44258084098817085,0.4029376675120842,0.45504435858776515,2024-02-07 16:05:23.350146
60,300,7,75.0,0.6893805529667598,0.6911145964335346,0.8,0.4425897772373728,0.4029550290512752,0.40918041135756017,2024-02-07 16:05:23.365728
61,308,7,75.0,0.6892314383348865,0.691075904942117,0.8133333333333334,0.4426292808536163,0.4029723905904663,0.3827573073933905,2024-02-07 16:05:23.380964
62,319,7,75.0,0.6895489282385834,0.691381060452657,0.7866666666666666,0.44238056076412235,0.40267273579032986,0.38638581513394676,2024-02-07 16:05:23.396191
63,322,7,75.0,0.6898651755203479,0.691686215963197,0.8,0.4420895674289713,0.40237308099019337,0.3921693686999684,2024-02-07 16:05:23.411283
64,330,7,75.0,0.6898092575333955,0.6916475244717796,0.8666666666666667,0.44218516720525447,0.40239044252938444,0.3751018183868244,2024-02-07 16:05:23.426464
65,335,7,75.0,0.6893836595215905,0.6916088329803621,0.36,0.4424102283361827,0.4024078040685755,0.595239120117201,2024-02-07 16:05:23.441649
66,349,7,75.0,0.689959614787201,0.6915701414889447,0.8133333333333334,0.44204430050081955,0.40242516560776653,0.3802147241365976,2024-02-07 16:05:23.458070
67,350,7,75.0,0.6902771046908979,0.6918752969994846,0.7866666666666666,0.4417433793428907,0.4021255108076301,0.39670396639229577,2024-02-07 16:05:23.473466
68,357,7,75.0,0.6905933519726624,0.6921804525100247,0.64,0.44137513722589355,0.40182585600749365,0.47687026583475395,2024-02-07 16:05:23.489028
69,368,7,75.0,0.690623174899037,0.6921417610186071,0.8,0.4413335661190537,0.4018432175466847,0.40342550441508257,2024-02-07 16:05:23.504269
70,382,7,75.0,0.6910332401366884,0.6924469165291472,0.7333333333333334,0.4410025555554415,0.40154356274654823,0.42878418896564274,2024-02-07 16:05:23.519638
